Country_Name,Country_Code,Indicator_Name,Indicator_Code,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015
Antigua and Barbuda,ATG,Surface area (sq. km),AG.SRF.TOTL.K2,,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02,4.40000000000000E+02
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06,2.78040000000000E+06
Armenia,ARM,Surface area (sq. km),AG.SRF.TOTL.K2,,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04,2.97400000000000E+04
Aruba,ABW,Surface area (sq. km),AG.SRF.TOTL.K2,,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02,1.80000000000000E+02
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06,7.74122000000000E+06
Austria,AUT,Surface area (sq. km),AG.SRF.TOTL.K2,,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38700000000000E+04,8.38790000000000E+04,8.38790000000000E+04,8.38790000000000E+04,8.38790000000000E+04,8.38790000000000E+04,8.38790000000000E+04,8.38790000000000E+04,8.38790000000000E+04,8.38790000000000E+04
Azerbaijan,AZE,Surface area (sq. km),AG.SRF.TOTL.K2,,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04,8.66000000000000E+04
Bahrain,BHR,Surface area (sq. km),AG.SRF.TOTL.K2,,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,6.90000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.10000000000000E+02,7.20000000000000E+02,7.30000000000000E+02,7.40000000000000E+02,7.40000000000000E+02,7.50000000000000E+02,7.60000000000000E+02,7.60000000000000E+02,7.62000000000000E+02,7.67000000000000E+02,7.70000000000000E+02,7.70000000000000E+02,7.70000000000000E+02,7.70000000000000E+02
Bangladesh,BGD,Surface area (sq. km),AG.SRF.TOTL.K2,,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05,1.48460000000000E+05
Barbados,BRB,Surface area (sq. km),AG.SRF.TOTL.K2,,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02,4.30000000000000E+02
Belarus,BLR,Surface area (sq. km),AG.SRF.TOTL.K2,,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05,2.07600000000000E+05
Belgium,BEL,Surface area (sq. km),AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04,3.05300000000000E+04
Belize,BLZ,Surface area (sq. km),AG.SRF.TOTL.K2,,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04,2.29700000000000E+04
Benin,BEN,Surface area (sq. km),AG.SRF.TOTL.K2,,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05,1.14760000000000E+05
Bermuda,BMU,Surface area (sq. km),AG.SRF.TOTL.K2,,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01,5.00000000000000E+01
Bhutan,BTN,Surface area (sq. km),AG.SRF.TOTL.K2,,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.70000000000000E+04,4.00770000000000E+04,4.00770000000000E+04,4.00770000000000E+04,4.00770000000000E+04,4.00770000000000E+04,4.00770000000000E+04,4.00770000000000E+04,4.00770000000000E+04,4.00770000000000E+04,4.00770000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04,3.83940000000000E+04
Bolivia,BOL,Surface area (sq. km),AG.SRF.TOTL.K2,,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06,1.09858000000000E+06
Bosnia and Herzegovina,BIH,Surface area (sq. km),AG.SRF.TOTL.K2,,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04,5.12100000000000E+04
Botswana,BWA,Surface area (sq. km),AG.SRF.TOTL.K2,,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05,5.81730000000000E+05
Brazil,BRA,Surface area (sq. km),AG.SRF.TOTL.K2,,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06,8.51577000000000E+06
British Virgin Islands,VGB,Surface area (sq. km),AG.SRF.TOTL.K2,,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02,1.50000000000000E+02
Brunei Darussalam,BRN,Surface area (sq. km),AG.SRF.TOTL.K2,,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03,5.77000000000000E+03
